policy_id,policyholder_age,policy_tenure_months,premium_amount,coverage_amount,payment_history_score,predicted_lapse_risk,confidence_interval_lower,confidence_interval_upper,explanation_strength,explanation_type,human_override,response_time_seconds,initial_trust_score,actual_lapse_occurred,post_decision_trust_score,intervention_taken,decision_timestamp,trust_change_direction,decision_delay_bucket,external_pressure
POL-607210,58,153,359.95,189000,0.7,0.62,0.32,0.72,0.84,LIME,FALSE,78,0.76,FALSE,0.67,none,7/24/25 10:11,increase,moderate,high
POL-875234,43,80,129.66,954000,0.93,0.39,0.2,0.76,0.92,LIME,FALSE,122,0.82,FALSE,0.9,none,9/15/25 15:49,increase,delayed,mild
POL-004124,28,370,310.08,95000,0.81,0.58,0.49,0.88,0.75,LIME,FALSE,150,0.88,FALSE,0.52,coverage_review,7/18/24 8:11,increase,delayed,high
POL-102894,61,18,139.27,223000,0.75,0.71,0.48,0.88,0.46,counterfactual,TRUE,60,0.67,TRUE,0.5,retention_call,12/22/24 16:48,increase,moderate,high
POL-57673,58,210,310.05,122000,0.87,0.22,0.02,0.24,0.79,feature_importance,FALSE,15,0.69,FALSE,0.77,none,3/8/25 13:33,increase,fast,none
POL-722234,63,324,125.43,92000,0.93,0.36,0.48,0.76,0.76,feature_importance,TRUE,190,0.65,TRUE,0.65,premium_adjustment,12/8/25 13:33,increase,delayed,mild
POL-477134,52,64,277.4,1319000,0.68,0.05,0.58,0.68,0.73,counterfactual,TRUE,45,0.68,FALSE,0.52,coverage_review,7/26/24 15:19,increase,moderate,none
POL-901259,28,260,980.37,422000,0.93,0.18,0.08,0.14,0.89,counterfactual,FALSE,110,0.57,FALSE,0.77,none,3/26/25 13:00,increase,delayed,none
POL-899204,55,210,99.39,1970000,0.88,0.62,0.05,0.1,0.92,LIME,FALSE,15,0.53,FALSE,0.86,none,7/20/25 14:33,neutral,fast,mild
POL-114980,30,260,190.18,1677000,0.52,0.4,0.32,0.58,0.89,feature_importance,FALSE,52,0.8,FALSE,0.83,none,10/8/25 12:49,increase,moderate,none
POL-108930,54,160,407.93,534000,0.75,0.48,0.38,0.4,0.72,SHAP,FALSE,62,0.76,FALSE,0.78,retention_call,1/6/25 16:47,neutral,moderate,mild
POL-393434,68,250,310.08,2000000,0.79,0.28,0.34,0.62,0.79,counterfactual,TRUE,330,0.77,TRUE,0.54,coverage_review,12/6/24 8:22,increase,delayed,mild
POL-820948,62,180,61.33,1105000,0.85,0.56,0.4,0.36,0.61,feature_importance,FALSE,98,0.72,FALSE,0.58,none,7/25/24 9:35,neutral,moderate,mild
POL-951900,38,128,245.13,965000,0.62,0.37,0.36,0.34,0.6,LIME,TRUE,176,0.72,FALSE,0.57,coverage_review,8/26/24 9:27,neutral,delayed,high
POL-501367,59,6,60.5,539000,0.75,0.3,0.38,0.68,0.46,SHAP,TRUE,60,0.51,TRUE,0.5,premium_adjustment,1/26/24 9:43,increase,moderate,none
POL-599102,53,480,52.4,322000,0.67,0.26,0.46,0.42,0.56,SHAP,FALSE,190,0.59,TRUE,0.62,premium_adjustment,1/30/24 9:37,neutral,delayed,none
POL-307417,28,12,615.51,1421000,0.83,0.49,0.58,0.56,0.91,feature_importance,TRUE,110,0.67,TRUE,0.64,retention_call,4/25/25 14:19,neutral,delayed,high
POL-019331,56,370,188.07,786000,0.98,0.22,0.02,0.38,0.61,LIME,FALSE,60,0.84,FALSE,0.95,none,1/11/25 14:26,increase,moderate,none
POL-229202,28,210,1471.26,629000,0.92,0.32,0.24,0.42,0.66,LIME,TRUE,52,0.6,FALSE,0.76,none,10/24/25 9:19,increase,moderate,mild
POL-921230,64,20,992.94,428000,0.89,0.42,0.46,0.64,0.78,counterfactual,TRUE,110,0.6,TRUE,0.58,coverage_review,5/29/25 17:03,increase,delayed,high
POL-204381,56,338,52.64,1804000,0.6,0.64,0.44,0.75,0.6,SHAP,FALSE,15,0.63,FALSE,0.72,retention_call,1/26/24 9:43,increase,fast,mild
POL-804703,40,180,750.87,442000,0.81,0.44,0.48,0.46,0.75,LIME,FALSE,110,0.67,FALSE,0.69,coverage_review,8/2/24 10:27,neutral,delayed,high
POL-069950,55,400,261.79,956000,0.58,0.42,0.34,0.56,0.62,feature_importance,FALSE,245,0.73,FALSE,0.61,none,4/6/25 10:11,increase,delayed,mild
POL-327811,68,62,93.2,79000,0.75,0.58,0.24,0.46,0.56,counterfactual,TRUE,95,0.86,TRUE,0.77,coverage_review,11/26/24 15:23,increase,moderate,mild
POL-011930,67,372,190.22,1487000,0.72,0.55,0.14,0.38,0.88,SHAP,FALSE,58,0.75,FALSE,0.48,none,3/20/25 15:47,increase,moderate,mild
POL-177961,63,410,1471.53,78000,0.61,0.5,0.48,0.74,0.85,rule-based,TRUE,15,0.7,TRUE,0.42,coverage_review,12/8/25 13:33,increase,fast,high
POL-801273,53,220,210.48,770000,0.78,0.54,0.3,0.42,0.75,rule-based,FALSE,330,0.69,FALSE,0.5,premium_adjustment,7/12/25 11:50,increase,delayed,high
POL-716207,35,36,140.29,485000,0.66,0.12,0.24,0.54,0.66,LIME,FALSE,35,0.87,FALSE,0.77,none,7/5/25 9:50,increase,fast,none
POL-207715,67,6,226.8,73000,0.9,0.71,0.58,0.58,0.76,LIME,FALSE,144,0.58,TRUE,0.64,none,2/22/24 9:15,neutral,delayed,high
POL-873810,63,82,834.02,1242000,0.86,0.51,0.46,0.76,0.76,rule-based,TRUE,140,0.61,TRUE,0.57,premium_adjustment,6/8/25 12:40,increase,delayed,high
POL-104726,38,64,90.74,503000,0.98,0.42,0.28,0.18,0.9,SHAP,FALSE,120,0.66,FALSE,0.6,premium_adjustment,1/27/25 12:37,decrease,delayed,mild
POL-021765,62,390,128.5,220000,0.53,0.68,0.4,0.88,0.46,feature_importance,TRUE,50,0.86,TRUE,0.94,none,5/18/24 11:43,increase,moderate,high
POL-208149,28,64,1261.43,90000,0.88,0.28,0.22,0.32,0.76,LIME,FALSE,140,0.6,FALSE,0.65,none,9/24/24 16:00,increase,delayed,mild
POL-979397,36,62,239.1,981000,0.96,0.35,0.12,0.36,0.82,feature_importance,FALSE,58,0.81,FALSE,0.74,none,10/30/25 13:49,increase,moderate,mild
POL-477820,37,60,210.28,179000,0.68,0.71,0.06,0.54,0.66,LIME,FALSE,15,0.66,FALSE,0.86,none,2/26/24 9:03,increase,fast,high
POL-117934,57,310,238.07,70000,0.63,0.05,0.35,0.54,0.76,LIME,FALSE,40,0.52,TRUE,0.87,none,12/8/25 13:33,increase,fast,none
POL-354314,28,110,980.33,795000,0.88,0.3,0.38,0.58,0.76,SHAP,FALSE,48,0.72,FALSE,0.81,none,4/1/25 11:00,increase,moderate,none
POL-215704,38,172,938.56,437000,0.6,0.71,0.44,0.38,0.68,rule-based,TRUE,190,0.77,TRUE,0.5,premium_adjustment,9/20/24 9:42,decrease,delayed,high
POL-189275,29,26,310.01,88000,0.95,0.05,0.5,0.08,0.92,rule-based,TRUE,110,0.54,TRUE,0.58,premium_adjustment,8/26/25 13:58,decrease,delayed,none
POL-105861,28,316,260.16,441000,0.68,0.15,0.23,0.24,0.82,SHAP,TRUE,210,0.94,TRUE,0.95,none,1/26/24 14:00,neutral,delayed,mild
POL-114860,36,218,113.68,2000000,0.88,0.05,0.32,0.28,0.66,SHAP,FALSE,35,0.7,TRUE,0.6,coverage_review,3/15/24 14:19,neutral,fast,none
POL-941210,68,520,310.14,1102000,0.7,0.7,0.36,0.28,0.66,counterfactual,TRUE,80,0.72,TRUE,0.5,coverage_review,1/26/24 9:43,decrease,moderate,high
POL-70238,65,520,1499.64,70000,0.95,0.41,0.34,0.52,0.92,rule-based,TRUE,52,0.85,TRUE,0.95,coverage_review,1/20/25 16:42,increase,moderate,mild
POL-804211,38,6,377.4,1683000,0.92,0.48,0.55,0.66,0.68,SHAP,TRUE,170,0.6,TRUE,0.78,coverage_review,1/2/25 9:03,increase,delayed,high
POL-077614,34,180,267.89,118000,0.71,0.43,0.32,0.32,0.78,rule-based,FALSE,34,0.87,FALSE,0.68,none,8/18/24 9:38,neutral,fast,mild
POL-704738,37,70,190.09,607000,0.83,0.45,0.48,0.7,0.59,LIME,FALSE,15,0.87,FALSE,0.91,none,7/11/25 16:58,increase,fast,none
POL-980884,35,54,1498.97,1109000,0.79,0.12,0.34,0.18,0.58,rule-based,FALSE,24,0.88,FALSE,0.84,none,5/18/25 8:40,decrease,fast,none
POL-90855,38,200,89.99,1918000,0.73,0.17,0.02,0.44,0.82,SHAP,FALSE,70,0.88,FALSE,0.93,none,8/8/24 18:37,increase,moderate,none
POL-001224,30,321,310.15,1479000,0.64,0.46,0.2,0.26,0.69,counterfactual,FALSE,20,0.6,FALSE,0.72,coverage_review,7/19/24 10:03,increase,fast,mild
POL-672919,28,26,147.97,91000,0.78,0.14,0.04,0.22,0.66,counterfactual,FALSE,15,0.61,FALSE,0.95,none,4/25/24 9:13,increase,fast,none
POL-110671,33,56,310.84,1873000,0.95,0.58,0.2,0.32,0.69,rule-based,FALSE,15,0.66,FALSE,0.78,none,2/28/25 10:03,increase,fast,high
POL-502916,65,214,326.97,1968000,0.7,0.65,0.12,0.36,0.73,SHAP,FALSE,15,0.78,FALSE,0.55,coverage_review,2/21/25 16:58,increase,fast,high
POL-465820,35,280,268.39,188000,0.94,0.32,0.5,0.36,0.6,counterfactual,TRUE,15,0.72,TRUE,0.66,none,10/17/25 13:33,decrease,fast,mild
POL-908236,62,22,210.3,1114000,0.88,0.22,0.44,0.38,0.46,feature_importance,FALSE,100,0.6,FALSE,0.73,none,12/20/24 13:09,decrease,moderate,none
POL-24632,48,310,139.43,352000,0.96,0.08,0.48,0.71,0.88,feature_importance,TRUE,98,0.73,TRUE,0.88,coverage_review,7/8/24 12:17,increase,moderate,none
POL-507823,34,12,115.14,751000,0.92,0.05,0.08,0.8,0.79,feature_importance,FALSE,128,0.92,FALSE,0.95,premium_adjustment,5/22/25 11:38,increase,delayed,none
POL-089904,39,12,992.72,123000,0.98,0.52,0.2,0.12,0.7,LIME,FALSE,28,0.61,FALSE,0.77,none,3/4/24 13:05,decrease,fast,high
OL-504874,37,72,280.29,348000,0.76,0.05,0.12,0.2,0.82,LIME,FALSE,15,0.79,FALSE,0.92,none,1/24/25 16:12,increase,fast,none
POL-103811,38,66,59.11,120000,0.92,0.15,0.38,0.18,0.48,feature_importance,TRUE,20,0.92,FALSE,0.92,none,7/17/25 12:08,decrease,fast,none
POL-802888,42,40,119.51,445000,0.79,0.28,0.16,0.31,0.66,counterfactual,FALSE,15,0.78,FALSE,0.7,none,1/17/25 18:06,increase,fast,none
POL-004910,36,24,52.72,96000,0.98,0.49,0.08,0.08,0.65,feature_importance,FALSE,100,0.51,FALSE,0.62,none,8/29/25 14:03,neutral,moderate,mild
POL-492759,58,380,1496.47,997000,0.52,0.41,0.34,0.56,0.65,LIME,TRUE,165,0.66,TRUE,0.5,premium_adjustment,12/21/24 13:19,increase,delayed,high
POL-905630,38,24,67.52,91000,0.75,0.31,0.25,0.48,0.92,counterfactual,FALSE,29,0.68,FALSE,0.64,none,7/4/24 13:30,increase,fast,none
POL-517204,52,360,260.31,613000,0.71,0.48,0.38,0.5,0.79,LIME,FALSE,40,0.63,FALSE,0.58,retention_call,9/13/24 9:37,increase,fast,mild
POL-415768,67,184,134.43,343000,0.88,0.25,0.35,0.54,0.77,LIME,FALSE,160,0.64,TRUE,0.69,retention_call,3/18/24 16:19,increase,delayed,none
POL-382330,53,372,476.25,939000,0.97,0.52,0.42,0.38,0.69,rule-based,FALSE,48,0.7,FALSE,0.72,none,1/24/25 11:54,neutral,moderate,mild
POL-708477,48,310,695.51,539000,0.82,0.46,0.2,0.64,0.68,feature_importance,FALSE,100,0.74,FALSE,0.78,retention_call,1/26/24 9:43,increase,moderate,mild
POL-570602,57,332,1069.66,275000,0.92,0.22,0.19,0.34,0.52,feature_importance,FALSE,165,0.66,FALSE,0.72,none,9/17/25 13:29,increase,delayed,none
POL-221519,42,110,245.18,536000,0.8,0.24,0.22,0.38,0.6,LIME,FALSE,40,0.6,FALSE,0.66,none,8/23/24 15:42,increase,fast,none
POL-214829,53,6,52.68,1589000,0.67,0.55,0.1,0.78,0.66,rule-based,FALSE,115,0.9,FALSE,0.78,none,3/4/24 10:42,increase,delayed,mild
POL-008299,66,210,189.9,574000,0.75,0.65,0.15,0.66,0.86,rule-based,TRUE,182,0.54,TRUE,0.67,premium_adjustment,10/18/24 15:49,increase,delayed,high
POL-758283,38,22,59.79,752000,0.98,0.58,0.58,0.56,0.56,rule-based,TRUE,110,0.75,FALSE,0.5,none,1/26/24 9:43,neutral,delayed,high
POL-073904,45,140,310.45,442000,0.89,0.22,0.13,0.48,0.79,LIME,FALSE,22,0.93,FALSE,0.82,none,7/20/24 12:59,increase,fast,none
POL-150712,40,120,57.41,469000,0.94,0.65,0.14,0.2,0.66,SHAP,FALSE,96,0.7,FALSE,0.69,none,7/26/25 9:12,increase,moderate,mild
POL-903741,48,206,112.48,180000,0.82,0.05,0.38,0.48,0.73,LIME,FALSE,20,0.68,FALSE,0.72,retention_call,8/26/25 11:43,increase,fast,none
POL-901238,39,112,263.77,984000,0.91,0.3,0.32,0.58,0.6,feature_importance,FALSE,80,0.6,FALSE,0.76,none,7/24/25 12:42,increase,moderate,mild
POL-609772,46,130,503.26,97000,0.77,0.28,0.14,0.38,0.79,LIME,FALSE,89,0.68,FALSE,0.69,none,7/30/25 11:49,increase,moderate,none
POL-628341,38,94,95.12,365000,0.78,0.5,0.2,0.88,0.61,LIME,FALSE,120,0.95,FALSE,0.67,none,9/21/25 10:37,increase,delayed,mild
POL-829207,43,6,124.07,385000,0.78,0.14,0.08,0.46,0.46,counterfactual,TRUE,250,0.6,FALSE,0.82,premium_adjustment,8/8/25 15:19,increase,delayed,none
POL-309421,39,99,52.79,2000000,0.57,0.38,0.52,0.88,0.6,LIME,FALSE,220,0.52,TRUE,0.72,none,1/26/24 9:43,increase,delayed,none
POL-912802,45,64,850.84,986000,0.95,0.29,0.14,0.08,0.48,SHAP,FALSE,82,0.8,FALSE,0.9,none,3/5/25 15:07,decrease,moderate,mild
POL-438001,33,72,665.39,981000,0.55,0.55,0.42,0.09,0.92,counterfactual,FALSE,15,0.68,FALSE,0.6,none,4/8/25 18:28,decrease,fast,high
POL-611234,44,170,476.66,748000,0.71,0.35,0.14,0.42,0.69,rule-based,FALSE,72,0.74,FALSE,0.82,none,11/22/25 14:35,increase,moderate,mild
POL-214403,59,120,420.96,429000,0.77,0.05,0.02,0.62,0.66,SHAP,FALSE,25,0.64,FALSE,0.6,none,4/5/25 9:35,increase,fast,none
POL-491987,70,260,78.27,167000,0.83,0.52,0.22,0.66,0.72,counterfactual,FALSE,180,0.6,FALSE,0.73,premium_adjustment,5/15/25 10:03,increase,delayed,mild
POL-018186,44,124,410.6,83000,0.65,0.45,0.54,0.66,0.66,counterfactual,FALSE,231,0.85,TRUE,0.58,premium_adjustment,10/12/24 13:33,increase,delayed,high
POL-312460,53,110,128.63,889000,0.75,0.58,0.02,0.7,0.82,feature_importance,TRUE,64,0.75,FALSE,0.5,none,8/25/25 11:40,increase,moderate,mild
POL-985483,64,76,52.77,429000,0.9,0.35,0.22,0.78,0.46,LIME,FALSE,15,0.65,FALSE,0.67,none,1/26/25 15:02,increase,fast,none
POL-612389,38,104,906.01,90000,0.92,0.48,0.14,0.32,0.61,feature_importance,FALSE,22,0.81,FALSE,0.72,none,7/7/24 18:42,increase,fast,mild
POL-787298,41,110,232.47,1541000,0.88,0.29,0.34,0.38,0.68,feature_importance,FALSE,79,0.6,FALSE,0.84,retention_call,2/9/24 13:59,neutral,moderate,none
POL-377341,48,96,89.87,124000,0.65,0.28,0.14,0.31,0.76,feature_importance,FALSE,61,0.67,FALSE,0.6,none,6/26/24 14:15,increase,moderate,none
POL-379807,58,20,999.26,263000,0.91,0.65,0.48,0.68,0.88,feature_importance,TRUE,15,0.88,FALSE,0.95,none,10/17/25 13:15,increase,fast,high
POL-854102,66,162,272.22,347000,0.75,0.56,0.24,0.51,0.79,rule-based,FALSE,48,0.7,TRUE,0.88,retention_call,9/4/24 9:09,increase,moderate,high
POL-651305,33,60,190.59,74000,0.72,0.23,0.35,0.44,0.66,SHAP,FALSE,68,0.66,FALSE,0.75,none,6/13/24 14:49,increase,moderate,none
POL-808302,53,306,119.53,981000,0.88,0.05,0.18,0.7,0.76,LIME,FALSE,78,0.59,TRUE,0.74,retention_call,12/7/24 12:49,increase,moderate,none
POL-577988,49,60,420.25,2000000,0.68,0.4,0.46,0.82,0.62,rule-based,FALSE,60,0.51,FALSE,0.58,premium_adjustment,7/25/25 18:37,increase,moderate,mild
POL-514191,41,32,1045.94,461000,0.74,0.05,0.28,0.76,0.61,LIME,TRUE,115,0.79,FALSE,0.51,premium_adjustment,7/4/25 10:00,increase,delayed,none
POL-613369,51,200,372.03,123000,0.8,0.68,0.3,0.7,0.58,SHAP,TRUE,330,0.78,FALSE,0.73,premium_adjustment,1/26/24 9:43,increase,delayed,high
POL-124937,59,24,979.05,120000,0.69,0.46,0.42,0.62,0.65,feature_importance,FALSE,22,0.95,FALSE,0.92,retention_call,9/21/24 15:37,increase,fast,mild
POL-792818,32,26,210.32,989000,0.98,0.05,0.14,0.08,0.65,feature_importance,FALSE,45,0.6,FALSE,0.75,none,7/25/25 14:48,decrease,moderate,none
POL-912204,51,64,357.83,1233000,0.78,0.35,0.2,0.72,0.76,SHAP,FALSE,150,0.55,FALSE,0.88,premium_adjustment,12/10/24 13:56,increase,delayed,mild
POL-816489,45,184,310.14,766000,0.95,0.71,0.3,0.34,0.77,LIME,TRUE,122,0.76,FALSE,0.65,premium_adjustment,10/28/24 13:40,neutral,delayed,high
POL-499869,31,90,172.34,392000,0.78,0.25,0.16,0.16,0.88,counterfactual,FALSE,185,0.62,FALSE,0.68,none,3/17/24 14:03,neutral,delayed,none
POL-401142,43,60,997.21,742000,0.7,0.05,0.26,0.62,0.75,counterfactual,FALSE,78,0.64,FALSE,0.62,none,3/2/25 16:35,increase,moderate,none
POL-573813,56,430,128.7,380000,0.98,0.11,0.04,0.32,0.69,counterfactual,FALSE,62,0.9,FALSE,0.79,none,1/20/25 14:05,increase,moderate,none
POL-172906,29,24,125.95,1698000,0.8,0.41,0.42,0.74,0.53,SHAP,TRUE,15,0.85,TRUE,0.58,coverage_review,7/1/24 15:17,increase,fast,none
POL-291342,55,420,520.05,78000,0.65,0.58,0.5,0.74,0.75,SHAP,TRUE,160,0.65,TRUE,0.42,coverage_review,7/18/25 16:35,increase,delayed,high
POL-711224,45,80,267.3,290000,0.56,0.71,0.2,0.54,0.66,SHAP,TRUE,290,0.62,FALSE,0.68,premium_adjustment,7/8/24 9:03,increase,delayed,high
POL-346841,45,80,487.23,916000,0.88,0.2,0.29,0.58,0.6,rule-based,FALSE,48,0.75,FALSE,0.72,none,4/25/24 11:30,increase,moderate,none
POL-253423,57,240,410.94,2000000,0.91,0.35,0.48,0.64,0.6,SHAP,TRUE,70,0.85,TRUE,0.68,premium_adjustment,11/4/24 18:42,increase,moderate,mild
POL-310384,45,370,988.59,630000,0.75,0.35,0.04,0.46,0.67,LIME,TRUE,76,0.86,TRUE,0.4,retention_call,7/22/25 10:42,increase,moderate,mild
POL-111999,55,362,980.47,1241000,0.64,0.58,0.4,0.64,0.86,LIME,TRUE,140,0.72,TRUE,0.5,retention_call,8/30/24 8:30,increase,delayed,high
POL-118571,38,66,414.47,91000,0.98,0.38,0.14,0.16,0.71,counterfactual,FALSE,22,0.62,FALSE,0.88,none,9/25/24 10:01,neutral,fast,mild
POL-210290,40,110,89.99,527000,0.98,0.23,0.12,0.34,0.65,SHAP,FALSE,22,0.51,FALSE,0.64,none,9/15/24 13:56,increase,fast,none
POL-112649,46,372,60.61,747000,0.74,0.36,0.28,0.08,0.71,feature_importance,FALSE,35,0.86,FALSE,0.78,none,9/26/25 10:49,decrease,fast,none
POL-012787,36,170,980.33,960000,0.85,0.38,0.24,0.56,0.71,SHAP,FALSE,15,0.62,FALSE,0.64,coverage_review,1/30/25 9:17,increase,fast,mild
POL-688206,55,230,420.22,124000,0.88,0.29,0.25,0.3,0.75,LIME,FALSE,106,0.65,FALSE,0.68,none,8/17/24 11:49,neutral,delayed,mild
POL-169808,30,84,300.91,358000,0.91,0.06,0.58,0.84,0.92,rule-based,FALSE,139,0.66,TRUE,0.85,none,12/4/25 15:05,increase,delayed,none
POL-129643,41,30,89.56,565000,0.8,0.41,0.26,0.42,0.73,LIME,FALSE,15,0.66,FALSE,0.7,premium_adjustment,7/29/25 15:29,increase,fast,none
POL-814867,62,340,95.04,2000000,0.92,0.28,0.24,0.54,0.71,LIME,TRUE,86,0.81,TRUE,0.77,retention_call,6/24/25 18:30,increase,moderate,none
POL-645260,39,20,1500,877000,0.52,0.22,0.28,0.56,0.46,rule-based,FALSE,70,0.63,FALSE,0.68,none,9/12/24 16:06,increase,moderate,none
POL-378304,45,420,128.95,1202000,0.72,0.71,0.04,0.68,0.88,SHAP,TRUE,98,0.7,FALSE,0.95,none,9/28/24 15:49,increase,moderate,high
POL-129829,60,360,385.24,1100000,0.92,0.5,0.18,0.2,0.74,rule-based,FALSE,90,0.78,FALSE,0.63,retention_call,7/4/25 14:33,neutral,moderate,mild
POL-172797,63,6,125.27,89000,0.72,0.65,0.58,0.4,0.79,counterfactual,FALSE,100,0.74,TRUE,0.53,retention_call,10/26/25 13:17,decrease,moderate,mild
POL-615785,28,382,260.65,643000,0.73,0.18,0.02,0.76,0.57,feature_importance,FALSE,94,0.68,FALSE,0.68,none,10/19/25 13:09,increase,moderate,none
POL-997226,58,62,310.82,1238000,0.79,0.52,0.06,0.88,0.82,SHAP,FALSE,170,0.65,FALSE,0.6,premium_adjustment,3/6/25 10:41,increase,delayed,high
POL-130432,54,22,501.13,1905000,0.78,0.09,0.28,0.18,0.92,feature_importance,FALSE,52,0.73,FALSE,0.88,none,3/28/25 16:09,decrease,moderate,none
POL-842230,42,76,74.76,229000,0.84,0.35,0.2,0.48,0.6,SHAP,FALSE,18,0.77,FALSE,0.74,none,12/4/25 13:33,increase,fast,none
POL-580662,62,300,503.22,901000,0.8,0.51,0.38,0.6,0.83,SHAP,TRUE,15,0.8,TRUE,0.5,coverage_review,8/18/24 15:27,increase,fast,high
POL-553118,28,112,532.36,2000000,0.93,0.49,0.28,0.18,0.65,SHAP,FALSE,68,0.61,FALSE,0.64,none,7/27/24 13:09,decrease,moderate,mild
POL-908244,53,520,153.45,649000,0.58,0.05,0.12,0.88,0.76,rule-based,FALSE,58,0.89,FALSE,0.45,none,8/6/25 13:33,increase,moderate,none
POL-108460,50,86,409.51,952000,0.88,0.32,0.3,0.4,0.79,feature_importance,FALSE,25,0.6,FALSE,0.58,retention_call,11/21/24 9:49,increase,fast,none
POL-201947,63,420,389.98,986000,0.92,0.48,0.54,0.44,0.74,rule-based,FALSE,35,0.72,FALSE,0.5,premium_adjustment,1/26/24 9:43,decrease,fast,mild
POL-79234,31,6,72.12,73000,0.97,0.69,0.22,0.08,0.66,SHAP,FALSE,28,0.66,FALSE,0.4,none,1/14/25 9:43,decrease,fast,mild
POL-220976,63,430,481.84,994000,0.56,0.41,0.38,0.58,0.66,feature_importance,TRUE,74,0.79,TRUE,0.4,coverage_review,8/1/24 12:43,increase,moderate,mild
POL-274731,43,12,687.1,358000,0.56,0.32,0.18,0.34,0.68,SHAP,FALSE,50,0.68,FALSE,0.68,none,4/26/24 11:00,increase,moderate,none
POL-701247,58,290,72.09,238000,0.97,0.24,0.25,0.08,0.88,feature_importance,FALSE,66,0.81,TRUE,0.7,none,4/25/25 11:17,decrease,moderate,none
POL-400204,59,300,302.94,903000,0.56,0.68,0.28,0.76,0.72,LIME,FALSE,120,0.66,TRUE,0.84,retention_call,6/7/25 13:30,increase,delayed,high
POL-272983,36,16,984.37,95000,0.94,0.05,0.48,0.72,0.62,SHAP,FALSE,15,0.55,FALSE,0.66,none,5/26/24 13:23,increase,fast,none
POL-203800,28,296,74.99,1699000,0.7,0.05,0.4,0.48,0.62,SHAP,TRUE,65,0.85,TRUE,0.65,retention_call,9/18/24 10:30,increase,moderate,none
POL-528283,66,220,980.26,79000,0.97,0.08,0.32,0.74,0.66,SHAP,TRUE,50,0.7,TRUE,0.52,premium_adjustment,1/13/25 9:02,increase,moderate,none
POL-714381,29,410,210.5,71000,0.88,0.44,0.02,0.08,0.63,counterfactual,FALSE,15,0.69,FALSE,0.7,none,12/23/24 15:03,increase,fast,mild
POL-398310,60,418,469.14,113000,0.72,0.61,0.3,0.59,0.78,rule-based,FALSE,75,0.78,FALSE,0.5,retention_call,8/23/24 9:06,increase,moderate,high
POL-071916,28,270,310.74,2000000,0.97,0.58,0.48,0.18,0.92,LIME,FALSE,65,0.68,FALSE,0.88,none,1/20/25 9:23,decrease,moderate,mild
POL-301281,61,424,911.05,259000,0.7,0.22,0.47,0.62,0.6,feature_importance,FALSE,180,0.62,TRUE,0.79,premium_adjustment,7/15/24 16:09,increase,delayed,none
POL-606991,28,246,114.32,681000,0.82,0.21,0.48,0.32,0.73,rule-based,FALSE,80,0.79,TRUE,0.85,retention_call,1/22/25 14:52,decrease,moderate,none
POL-373791,59,312,52.62,788000,0.72,0.4,0.28,0.58,0.46,rule-based,FALSE,15,0.51,FALSE,0.9,retention_call,2/21/24 9:58,increase,fast,none
POL-674921,68,140,146.59,738000,0.91,0.71,0.14,0.42,0.6,counterfactual,TRUE,26,0.63,FALSE,0.61,none,7/21/24 13:48,increase,fast,high
POL-891270,28,100,310.04,446000,0.72,0.4,0.26,0.48,0.79,SHAP,FALSE,330,0.7,FALSE,0.75,coverage_review,10/7/24 11:47,increase,delayed,mild
POL-395659,60,200,1500,1409000,0.52,0.11,0.5,0.76,0.75,rule-based,TRUE,18,0.71,TRUE,0.87,premium_adjustment,8/23/25 16:30,increase,fast,none
POL-551209,52,110,260.31,381000,0.6,0.35,0.28,0.58,0.63,counterfactual,FALSE,15,0.72,FALSE,0.71,coverage_review,3/12/25 13:09,increase,fast,mild
POL-621817,38,96,93.82,123000,0.7,0.29,0.28,0.38,0.63,feature_importance,FALSE,285,0.69,FALSE,0.68,none,8/5/25 16:48,increase,delayed,none
POL-720312,33,12,66.38,1664000,0.65,0.7,0.52,0.75,0.87,rule-based,FALSE,265,0.65,TRUE,0.55,premium_adjustment,4/23/25 18:12,increase,delayed,high
POL-007410,68,346,128.27,99000,0.72,0.43,0.08,0.48,0.66,feature_importance,FALSE,288,0.72,FALSE,0.56,retention_call,5/23/24 12:45,increase,delayed,mild
POL-318578,66,340,62.42,74000,0.75,0.71,0.08,0.6,0.74,counterfactual,FALSE,120,0.63,FALSE,0.48,premium_adjustment,5/18/24 9:30,increase,delayed,high
POL-108467,43,100,260.32,70000,0.92,0.21,0.2,0.4,0.62,SHAP,FALSE,88,0.78,FALSE,0.73,none,5/1/24 13:59,increase,moderate,none
OL-991327,70,306,233.95,288000,0.83,0.05,0.35,0.44,0.6,LIME,TRUE,170,0.76,TRUE,0.46,retention_call,12/25/24 13:54,increase,delayed,none
POL-308977,68,68,685.42,2000000,0.67,0.38,0.38,0.16,0.74,LIME,TRUE,140,0.71,TRUE,0.7,none,3/1/24 12:03,decrease,delayed,high
POL-775244,39,38,210.34,1694000,0.88,0.28,0.22,0.58,0.69,SHAP,FALSE,130,0.66,FALSE,0.6,none,9/24/24 14:37,increase,delayed,mild
POL-058210,60,100,89.99,647000,0.72,0.26,0.14,0.44,0.62,rule-based,FALSE,72,0.87,FALSE,0.74,premium_adjustment,6/8/25 17:13,increase,moderate,none
POL-121200,38,22,182.24,184000,0.94,0.05,0.05,0.22,0.65,rule-based,FALSE,16,0.51,FALSE,0.7,none,12/8/25 12:33,increase,fast,none
